id,statement,binary_label,subject,speaker
1258.json,You dont know if this (the H1N1 vaccine) is gonna cause neurological damage like it did in the 1970s.,False,"health-care,pundits",glenn-beck
11757.json,We have the lowest percentage of Americans working today of any year since 1977.,True,"economy,jobs",ted-cruz
4356.json,Every 1 percent increase in the number of Ohioans with bachelors degrees means economic activity growing the next year and for each year thereafter (by) $2.5 billion dollars.,True,"economy,education,income",jim-petro
2064.json,Illegal aliens are costing Georgia taxpayers over a billion dollars every year.,True,"immigration,message-machine",nathan-deal
7519.json,There are 3 million jobs available in America that are not filled because too many of our people dont have the skills for those jobs.,True,"economy,jobs",marco-rubio
10565.json,"Rhode Island has invested less in tourism, economic development and economic development personnel than four nearby states.",False,"economy,government-efficiency,jobs,small-business,state-budget,state-finances,states,taxes,tourism,workers",gina-raimondo
5204.json,President Obama has said he is going to cut veterans benefits.,True,"deficit,veterans",rick-santorum
10133.json,Says Scott Walker is forcing some women to undergo a transvaginal probe to get an abortion.,True,"abortion,health-care,message-machine-2014,public-health,technology,women",emilys-list
10718.json,Ninety percent of American workers dont own their own business.,True,"small-business,workers",rick-santorum
4027.json,Protesters caused $7.5 million in damage to the Wisconsin State House,False,"labor,state-budget",dan-kapanke
9621.json,"Says a 9-year-old girl was recently raped in Austin, Texas, by a guy previously caught four times and released.",True,"children,crime,criminal-justice,immigration",glenn-beck
11572.json,"In a period of roughly 72 hours, a small group of angry black students managed to force the resignation of the two highest ranking officials at that school.",True,"education,human-rights",megyn-kelly
6673.json,Weve doubled our use of renewable energy.,False,energy,barack-obama
12116.json,"Over the last 30 years, extreme poverty has been cut in half.",True,"foreign-policy,poverty",gayle-smith
12797.json,"In 2009, his first year as mayor, Julin Castro received a seven-figure referral fee that smells like a dirty financial gift from notorious personal injury lawyer Mikal Watts, a major Obama donor.",False,"campaign-finance,candidates-biography,ethics",matt-mackowiak
3701.json,"House Republican plan would increase costs for Oregon seniors by $6,000 with health care vouchers instead of Medicare",True,"federal-budget,medicare",david-wu
1206.json,"Our own National Security Agency says that (Iran's) nuclear ambitions are advancing, and at the same time ... we are slashing our own nuclear arsenal.",True,"military,pundits",sean-hannity
9043.json,"In the recent House special election in Florida, Democrats got outspent in a Republican district.",False,campaign-finance,democratic-national-committee
8003.json,Says a growing number of extremely premature babies survive into healthy childhood.,True,"abortion,children,women",rick-perry
12192.json,"When mentioning Villanovas buzzer-beating win in the national championships, Hillary Clinton said: I love those come-from-behind victories.",False,sports,hillary-clinton
4782.json,"By 2014, there will be one administrator for every teacher on college campuses in the United States.",True,education,newt-gingrich
10728.json,"Says Howard Zinn, an anti-American Marxist, wrote the most popular textbook thats taught in our high schools in America.",False,"education,history",rick-santorum
8671.json,Says Harry Reid has a better voting attendance record than these three Congressmen!,True,candidates-biography,eugene-yu
10522.json,ISIS is now the predominantIslamist group in Benghazi.,False,"foreign-policy,terrorism",marco-rubio
3114.json,As many as a quarter of our students arent even finishing high school.,True,education,barack-obama
8203.json,"In the Wisconsin health insurance exchange, the Society of Actuaries points out that therell be, according to them, an 82 percent increase in individual premiums over the next couple years under Obamacare.",True,health-care,scott-walker
8550.json,"Given how expansive our program already was, expanding Medicaid in New Jersey due to Obamacare was a relatively small expansion.",True,"corrections-and-updates,health-care,medicaid,state-budget",chris-christie
10330.json,"The reason why Cubans dont have access to 21st century telecommunications like smart phones, like access to the Internet is because it is illegal in Cuba.",True,"economy,foreign-policy,technology",marco-rubio
10420.json,"Since 2010, America has put more people back to work than Europe, Japan, and all advanced economies combined.",True,economy,barack-obama
8577.json,Says Barack Obamas approval rating is right in the average for second-term presidents at this point.,True,polls,ari-melber
11640.json,"Says there are ample means to tell when someone is a Christian in the Middle East ... by name, by where theyre born, their birth certificates.",True,"foreign-policy,religion",jeb-bush
5268.json,"In 2006, I went out and authored a letter with 24 other senators asking for major reform of Freddie and Fannie, warning of a meltdown and a bubble in the housing market.",False,"candidates-biography,economy,financial-regulation,housing",rick-santorum
5916.json,"Says Marcy Kaptur has attacked his military service and training in the Air Force, showing disrespect for veterans.",False,"elections,campaign-advertising",samuel-wurzelbacher
11193.json,"Emails released to the public show Hillary Clinton discussed the location of Ambassador Stevens, who of course was murdered, in Libya.",True,"candidates-biography,terrorism",andrew-napolitano
3173.json,"The city building code violations on my properties only involve exterior issues; within the households, its fine.",False,"candidates-biography,housing",lee-holloway
4878.json,"People can use food stamps for anything, including to go to Hawaii, and even millionaires can qualify.",False,poverty,newt-gingrich
5104.json,"You can hire lots of bureaucrats. Thats what the presidents done. Hes added 135,000 people to the government workforce.",True,"jobs,new-hampshire-2012,workers",mitt-romney
7286.json,"The Milwaukee County Boards staff grew from four workers to 38 over four decades and now costs taxpayers a lot more, while the total county workforce was more than cut in half in the same period.",True,"county-budget,county-government",chris-abele
10010.json,"Under Rick Scott, there has been a historic $20 billion in funds for education.",True,"corrections-and-updates,education",republican-party-florida
9976.json,Says President Barack Obama has launched twice as many strikes (on)countries that are predominantly Muslim than President George W. Bush.,True,"iraq,military,religion,terrorism",lz-granderson
5408.json,Says private-sector job growth in 2011 places New Jersey in the top third among all of the states.,True,jobs,chris-christie
9193.json,"In Rhode Island, Nearly 9 percent of covered employees go out on short term disability every year, with an average outage from work of almost 12 weeks each.",True,"disability,government-efficiency,labor,workers",kenneth-block
11637.json,"The Milwaukee County executive can sell the public museum, the airport and the zoo -- all on his own, without County Board approval",True,"animals,county-government,legal-issues,state-budget,transportation",chris-larson
8792.json,"In 2011, Carlos Lpez-Cantera staunchly supported a Florida bill modeled after Arizonas immigration law",False,immigration,democratic-hispanic-caucus-florida-miami-dade-coun
3083.json,"Says that data from the Center on Budget and Policy Priorities suggest that the Texas budget gap is worse than New Yorks, about as bad as Californias, but not quite up to New Jersey levels.",True,"state-budget,taxes",paul-krugman
9129.json,Two-thirds of the people who receive the minimum wage are female.,True,"economy,women",cokie-roberts
11285.json,Any Republican that has led for two months and led every state has won the GOP nomination.,True,elections,matthew-dowd
2535.json,"Marco Rubio wants to raise the Social Security retirement age, and cut benefits.",True,"message-machine,social-security",charlie-crist
3513.json,"Discretionary spending has increased over 20-some percent in two years if you dont include the stimulus. If you put in the stimulus, its over 80 percent.",True,"economy,federal-budget,stimulus",eric-cantor
12377.json,"The University of Wisconsin-Milwaukee has 2.8 students per faculty member, tied for second-lowest in its history since 1994.",False,"education,government-efficiency,labor,state-budget,unions",scott-walker
3267.json,Oregon Health Plan rations covered procedures under certain circumstances,True,health-care,wesley-smith
12913.json,On the Iran nuclear deal,True,"foreign-policy,israel,nuclear",tim-canova
8397.json,A $10 million fire fee proposal in St. Petersburg was inspired by Gov. Rick Scott.,False,"city-budget,city-government,taxes",fact-check-florida
9750.json,The startup rate of Hispanic businesses is three times the national rate.,True,"immigration,small-business",libre-initiative
593.json,"He made time to go to the gym, but canceled a visit with wounded troops. Seems the Pentagon wouldn't allow him to bring cameras.",False,military,john-mccain
1774.json,Says he cut 'tax rates five times',True,"message-machine,taxes",bill-white
7130.json,The Broward Republican Executive Committee had the liberal League of Women Voters Guide removed from the Broward Supervisor of Elections website.,True,elections,broward-republican-executive-committee
1032.json,"Judge Sotomayor has said ""that policy is made on the U.S. Court of Appeals.""",True,"sotomayor-nomination,supreme-court",republican-national-committee-republican
8807.json,"People on potshoot each other ...stab each other ...strangle each other, drive under the influence, kill families.",False,"crime,drugs,marijuana",nancy-grace
5895.json,Georgia crackdown on illegal immigration costs state farmers $400 million last year.,False,immigration,charlie-flemming
1695.json,Americans now spend 100 days out of the year working for government before we even start working for ourselves.,True,taxes,sarah-palin
2200.json,Ive shut down pill mills.,False,"crime,health-care",pam-bondi
12707.json,We defied the stand-down orders during the Benghazi attack.,False,"foreign-policy,history,terrorism",mark-geist
8868.json,"In 2002, Iran was more or less an American ally.",True,foreign-policy,andrea-mitchell
10389.json,About 30 percent of those released from Guantanamo have re-entered the fight.,False,terrorism,john-mccain
1985.json,"He ""stood up to Barack Obama by passing legislation that prevents you from being forced to join government health plans or buy health insurance against your will.""",True,health-care,judson-hill
8680.json,Greg Abbott defended more than $5 billion in public school funding cuts in fighting hundreds of school districts in court.,True,"education,state-budget,state-finances",wendy-davis
5948.json,A Florida judge ruled parts of Obamacare unconstitutional.,True,"health-care,legal-issues,message-machine-2012",us-chamber-commerce
6452.json,"We do know that Romney personally approved over $70 million in fictional losses to the IRS as part of the notorious Son of Boss tax scandal, one of the largest tax avoidance schemes in history.",True,"ethics,message-machine-2012,taxes",barack-obama
5715.json,President Barack Obama has doubled the size of government since he took office.,False,"corrections-and-updates,federal-budget",paul-ryan
7377.json,Says his administration has made progress on border enforcement by putting more boots on the southern border than at any time in our history and reducing illegal crossings to their lowest levels in 40 years.,True,immigration,barack-obama
8547.json,Youve seen where were now going from a $700 million surplus to getting into the next biennium with almost a $750 million deficit.,True,"state-budget,state-finances",mary-burke
9843.json,Russia has more diversity in its governmental representation than we do in Texas.,False,"bipartisanship,corrections-and-updates,foreign-policy",lon-burnam
11604.json,Says Russ Feingold wanted to get money out of politics. Now hes profiting from that same dark money.,True,"campaign-finance,candidates-biography,elections",national-republican-senatorial-committee
2387.json,"DeWine took $1.9 million from big banks, supported legislation that helped Bernie Madoff make millions and protected predatory lenders while families lost their homes.",False,"campaign-finance,economy,job-accomplishments",ohio-democratic-party
11232.json,"Says Bobby Jindals parents used his birthright citizenship to become Americans, making him an anchor baby.",False,immigration,occupy-democrats
7221.json,Says Detroit dumping a bunch of sewage in Lake Erie causes big problems for Ohio.,True,"agriculture,environment,water",john-kasich
13027.json,"Classified material has a header which says top-secret, secret, confidential. Nothing, and I will repeat this and this is verified in the report by the Department of Justice, none of the emails sent or received by me had such a header.",True,"candidates-biography,corrections-and-updates",hillary-clinton
3167.json,Says he predicts the weather better than Punxsutawney Phil.,True,weather,general-beauregard-beau-lee
4683.json,Says it wasnt until he and a Senate colleague were able to wrangle the actual streaming video from BP that scientists were able to calculate the oil spill flow.,True,"energy,environment,oil-spill",bill-nelson
7843.json,"A bag of Cheetos costs less to buy than an apple, and in some Milwaukee neighborhoods good luck trying to find an apple or a banana or some sort of healthy option",True,"public-health,welfare",mike-tate
11914.json,"Under Virginia law, if you are a non-federally licensed (gun) dealer, you cannot get a background check even if you want one.",False,guns,terry-mcauliffe
12138.json,Says the GOP is helping pay for Justice Rebecca Bradleys campaign and she recently skipped court to attend an event paid for by Scott Walkers lobbyist friends.,True,"candidates-biography,legal-issues,supreme-court",joanne-kloppenburg
10495.json,92 million Americans arent working.,False,"economy,jobs",ted-cruz
13347.json,"Says Donald Trump is the first person running for president, Republican or Democrat, who refused to say that he would respect the results of this election.",True,"elections,history",hillary-clinton
1789.json,"In the last 10 years we've only had 7,000 barrels of oil spilled in the Gulf ... not counting hurricanes. This well is spewing that amount every day and a half.",True,"energy,oil-spill",mary-landrieu
226.json,Thanks to President Bush's policies....The income gap is now higher than at any time since the Great Depression.,True,economy,hillary-clinton
5057.json,Santorum also voted for a teapot museum in North Carolina.,True,"federal-budget,message-machine-2012,new-hampshire-2012",rick-perry
4765.json,"In Wisconsin, Gov. Scott Walker has created a manufacturing-led jobs recovery. 30,000 new jobs were created this year, with 15,000 created in the struggling manufacturing sector.",True,"jobs,message-machine-2012",state-tea-party-express-state-tea-party-express
10998.json,"Polls indicate that white people think that black people are less intelligent. They think theyre less trustworthy, less patriotic.",True,civil-rights,juan-williams
1945.json,"If every small business in our state, on average, was able to create one new job we would cut our unemployment rate in half.",True,"economy,small-business",frank-caprio
8453.json,"Congress, criminals, Scientologists and other groups are exempt from Obamacare.",False,"health-care,religion",facebook-posts
8675.json,About 40 percent of workers dont ... have a single paid sick day.,True,"labor,public-health",vicki-shabo
12553.json,"Al-Qaida operatives, have said, Hey, we want you to use this loophole (for purchasing guns despite being on a watch list) to attack and kill Americans.",True,"crime,government-regulation,guns,public-safety,market-regulation,terrorism",cory-booker
10360.json,Estimates say individuals who escaped these high tax states have taken with them around $2 trillion in adjusted gross income.,False,taxes,rick-scott
1069.json,The ACLU has filed a suit to have all military cross-shaped headstones removed.,False,"civil-rights,legal-issues,military,religion",chain-email
2938.json,"An overwhelming majority of Americans support passage of the DREAM Act, which would provide a path to citizenship for undocumented youth willing to work for a college degree or serve in our armed forces.",True,"education,families,immigration,military",organizing-america
6754.json,James Langevin has received almost $20 million from taxpayers and special interests to use at his own discretion to supposedly champion Rhode Islands needs.,False,"campaign-finance,congress,congressional-rules,job-accomplishments,message-machine-2012,campaign-advertising",michael-riley
11318.json,Were the only major oil-producing nation in the world with a self-imposed ban on exporting our crude oil to other nations.,True,"energy,trade",barry-duval
8564.json,The state budget has actually grown by $4.6 billion under Gov. Scott Walkers actions.,True,"debt,medicaid,state-budget,state-finances,taxes",mary-burke
9660.json,Says Rick Scott cut Bright Futures scholarships in half.,True,education,charlie-crist
1253.json,"The Baucus health care bill would require taxes on medical devices such as X-ray machines, female condoms, HIV tests and surgical needles.",True,"health-care,taxes",blog-posting
11759.json,Says President Barack Obama appointed Eric Holder as attorney general. Eric Holder said he viewed his mission as brainwashing the American people against guns.,True,"crime,criminal-justice,guns",ted-cruz
3874.json,We have the best schools in the United States.,False,education,charlotte-nash
7314.json,Says Oak Grove is one of the largest cities in Oregon and is the biggest city in Clackamas County and its not a city.,True,"census,city-government,county-government,population",charlotte-lehan
1273.json,"Health proposal would create a ""40% tax on health care benefits of middle-class workers.""",False,"health-care,taxes",health-care-america-now
10404.json,Says Mitt Romney pays less tax than the guys who installed his car elevators.,True,taxes,jennifer-granholm
11907.json,"Since January 2015, the majority of our Austin City Council meetings have extended past 10 p.m. and many of our meetings have gone past midnight.",False,"city-government,history",sheri-gallo
7736.json,Six out of 10 of the highest unemployment rates are also in so-called right to work states.,True,"jobs,workers",chris-redfern
1349.json,"Under the Democratic health plan, families will be forced to spend an additional $2,100 a year to keep their current health care.",False,health-care,mike-pence
2913.json,The city of Atlanta ranks 25th among U.S. cities with the highest crime rates.,True,crime,cq-press-city-crime-rankings-2010-2011
6878.json,Says Mitt Romney plans to fire Big Bird.,False,federal-budget,barack-obama
9552.json,Says Greg Abbott has lost in court four times in just the past few days.,True,"candidates-biography,criminal-justice,education,environment,legal-issues",wendy-davis
13491.json,Study after study have shown that sanctuary cities do not lead to an increase in crime because of the presence of people that are undocumented.,True,"homeland-security,immigration",javier-m-gonzales
1916.json,"Without representation, (the IRS) can increase taxes.",False,"health-care,message-machine,taxes",rick-barber
1973.json,A transcript released by Occidental College proves that Barack Obama was an Indonesian citizen.,False,"candidates-biography,obama-birth-certificate",chain-email
6380.json,One out of every two kids who are graduating college right now cant find a job.,True,"economy,message-machine-2012",republican-jewish-coalition
9883.json,"Wisconsin does not have a deficit. Thanks to Republican reforms, the 2014 budget will begin with a $443 million surplus.",True,"deficit,state-budget,state-finances,taxes",alberta-darling
1669.json,The path to ObamaCare becoming law all started with Charlie Crist supporting President Obama's $787 billion stimulus.,False,"health-care,stimulus",marco-rubio
5792.json,"The University of Florida announced this past week that it was dropping its computer science department ... Meanwhile, the athletic budget for the current year is $97.7 million, an increase of more than $2 million from last year.",True,"education,sports,state-budget",forbes-blog
4688.json,"Says Texas unemployment is dire in various ways such as a doubling in the jobless rate during Rick Perrys governorship. Also, the Texas rate has increased faster than the national rate during Barack Obamas presidency.",True,"economy,job-accomplishments,jobs",mitt-romney
8876.json,The CBO now says the presidents health care law will cut the number of full-time jobs in the United States by 2.3 million by 2021.,False,"economy,health-care,jobs",gretchen-carlson
9695.json,We did not seek an impeachment of President Bush.,False,"congress,legal-issues",sheila-jackson-lee
2319.json,Buck wants to privatize Social Security.,True,"message-machine,social-security",michael-bennet
9282.json,"In discussing the attacks on the U.S. consulate in Benghazi, Libya,Ms. Rice did say a terrorist attack. Its not that she put the whole thing on the video.",False,terrorism,cokie-roberts
2480.json,The GOPs Pledge to America includes a 20 percent cut ... for education. ... Eight million kids would have their college aid slashed under this budget.,True,"education,federal-budget,abc-news-week",david-axelrod
6453.json,Says Josh Mandel bet against Ohio families,False,"debt,economy,message-machine-2012",workers-voice
3907.json,Says U.S. Rep. Paul Ryan promised to end health care for our seniors.,False,"health-care,medicare",sandy-pasch
11331.json,The Obama administrations own Environmental Protection Agency has said its Clean Power Plan will have a marginal impact on climate change.,True,"climate-change,energy,environment,government-regulation",scott-walker
8441.json,Woodrow Wilson borrowed $30 billion to fund World War I in 1917. That money has not been paid back. And we are still paying interest on it.,False,"debt,deficit,federal-budget,history,pundits",andrew-napolitano
4490.json,Says credit rating agencies realize that our instability stems in large part from Oregons kicker system.,False,"state-budget,state-finances",brent-barton
9457.json,"More than 1.5 million people moved into Georgia between the past two Census counts, and a majority consider themselves, African-American, Latino or Asian-American.",True,census,stacey-abrams
6609.json,Says under the Romney-Ryan budget ... the American Opportunity Tax Credit for college tuition would be eliminated.,True,education,barack-obama
7071.json,"The higher the education level, the more likely they are to vote Democratic.",True,"elections,voting-record",larry-sabato
7584.json,Says U.S. greenhouse gas emissions are at 20-year lows.,False,"climate-change,corrections-and-updates,energy,science",joe-barton
5615.json,Says he and President Barack Obama have the same position on gay marriage.,True,"gays-and-lesbians,marriage",chris-christie
7752.json,"Then-Gov. Carl Sanders put 56 percent of the state budget into education, a figure that has not been achieved since.",True,"education,state-budget",zell-miller
10288.json,Says President Barack Obama has lost more members of the House and more members of the Senate than any president ever has lost in modern times.,True,elections,matthew-dowd
3143.json,President Barack Obama supports immigration amnesty.,True,immigration,paul-broun
12233.json,Tax dodging costs developing countries $200 billion every year.,True,"legal-issues,taxes",actionaid-k
2207.json,"The border security plan of Sens. McCain and Kyl called for 3,000 additional troops to keep us safe. President Obama says hell send 524.",True,"homeland-security,immigration,message-machine",john-mccain
4406.json,"Sherrod Brown has stood side by side with President Barack Obama, presiding over the most rapid increase in the debt over the last 2.5 years and hurtling toward the worst jobs record in the modern era.",True,"deficit,economy,jobs",national-republican-senatorial-committee
11470.json,Georgia has the highest flu activity in the country.,True,"drugs,health-care,public-health,states",centers-disease-control
4669.json,"During Sherrod Browns past decade as a D.C. politician, more than one out of every four jobs that has left America, left from Ohio. ... Sherrod Brown will own these horrendous Ohio job numbers next year.",True,"economy,job-accomplishments,jobs",josh-mandel
4501.json,Says that Romney touted the Massachusetts health plan for the nation in his hardcover book but then deleted it for the paperback edition.,False,health-care,rick-perry
6651.json,The auditor [for the city of Providence] was not locked out of access to the citys finances.,False,"city-budget,city-government,debt,deficit,economy,job-accomplishments,legal-issues,transparency",david-cicilline
10559.json,Says he often appeared on The OReilly Factorand often was praised byBillOReilly.,True,ethics,david-corn
8289.json,There are more guns than there are people in the United States.,True,guns,eleanor-holmes-norton
11155.json,"Since I took office, Wisconsin now has the 2nd highest health care quality ranking in the country.",True,"health-care,job-accomplishments",scott-walker
9614.json,The Obama Administration is suing a Wisconsin company for forcing employees to speak English.,False,"labor,workers",blog-posting
9861.json,"McDonalds hamburgers are only 15 percent real beef. The other 85 percent is meat filler cleansed with ammonia, which causes stomach and intestinal cancer.",False,food-safety,facebook-posts
11622.json,"The United States has 10,000 IRS agents making sure that you dont take an improper charity deduction, but to fight terrorism, it has less than two dozen people focusing on countering violent extremism at home.",False,"homeland-security,taxes,terrorism",martha-mcsally
555.json,"Throughout his time in elected office, Barack Obama has taken multiple positions on banning handguns and the D.C. handgun ban.",True,guns,john-mccain
1260.json,"The Obama White House is renaming Christmas trees ""holiday trees.""",False,religion,chain-email
8123.json,"Texas women make an average of $8,355 less per year than men doing the very same job.",False,"economy,jobs,women,workers",wendy-davis
232.json,"I'm prolife. I'm not going to apologize for becoming prolife. Ronald Reagan followed that same course, as did Henry Hyde and George Herbert Walker Bush. And I'm proud to be prolife.",True,abortion,mitt-romney
3499.json,"Says the Patient Protection and Affordable Care Act adopted last year contains a series of slush funds, set up to stay on the books automatically, with little or no oversight.",False,health-care,john-boehner
9288.json,"Roughly 500,000 Georgians -- or about 5 percent of the states residents -- have gone through a background check to legally obtain a Georgia weapons carry license.",True,guns,nathan-deal
9958.json,"Under Scott Walker, right now, were 46th in the country in terms of new businesses started.",True,"economy,job-accomplishments,jobs,small-business",mary-burke
4238.json,"Says Sen. Luther Olsen, his recall opponent, supported the sale of state-owned power plants not to the highest bidder, but to the biggest donors with no oversight.",False,"energy,state-budget",fred-clark
9558.json,"13 percent of Americans, the lowest ever, are without health care.",True,"health-care,polls,public-health",donny-deutsch
4768.json,No other public or private business in America except for the U.S. Postal Service must fund 100 percent of employee retirement and retirement health costs in advance.,True,"federal-budget,pensions",sanford-bishop
9808.json,Congress is on vacation.,False,"congress,congressional-rules",barack-obama
11205.json,"Says if the (Iran nuclear) deal gets rejected, they still get $150 billion.",True,"foreign-policy,nuclear",donald-trump
13253.json,"New York State has been horribly, horribly hurt by NAFTA",False,trade,donald-trump
217.json,"For every single illegal immigrant family in this country, it costs $20,000 it costs us $20,000; $20,000 in infrastructural costs. They pay about $10,000 in taxes.",False,immigration,tom-tancredo
9636.json,Im running the second-largest county district attorneys office at 1985 staffing levels.,True,"county-government,crime,criminal-justice,government-efficiency,job-accomplishments",ismael-ozanne
11515.json,"The CNBC debate was supposed to be three hours, and he renegotiated it down to two hours.",False,debates,donald-trump
3781.json,"We bring in enough tax revenue to service our debt, pay for Medicare and Medicaid and Social Security, and then still have about $300 (billion) or $400 billion left over.",True,"deficit,federal-budget,medicare,social-security,taxes,colbert-report",amy-kremer
9860.json,"McDonalds workers in Denmark have a union. Earn $45,000/year.",True,"income,jobs,workers",other-98
11120.json,"Since 2009, weve cut homelessness (among veterans) by a third.",True,"housing,veterans",barack-obama
2933.json,The cost-saving measures we put into place at Columbia/HCA drove down national health care inflation from 18% to 8% in seven years.,False,health-care,rick-scott
11881.json,SaysRuben Kihuen only managed in the minority to get one bill passed out of the eight to 10 he introduced during the 2015 legislative session.,True,candidates-biography,lucy-flores
11835.json,This is the true picture of Milwaukees Renaissance after 12 years of Mayor Tom Barretts leadership.,False,"city-government,housing,poverty,public-safety,urban",bob-donovan
3135.json,Says President Barack Obama revealed in his State of the Union address that he now is against earmarks.,True,federal-budget,rand-paul
6385.json,Guns have murdered more Americans here at home in recent years than have died on the battlefields of Iraq and Afghanistan.,True,guns,frank-lautenberg
2921.json,There are polls showing right now that the American people for the most part think its a bad idea to provide tax cuts to the wealthy.,True,taxes,barack-obama
2003.json,"Texas state Reps. Dan Branch and Jim Pitts, lieutenants to House Speaker Joe Straus, are helping Democrat Ellen Cohen against her Republican challenger, doing events with her in her district.",True,bipartisanship,david-barton
5886.json,Says he did not vote for Nancy Pelosi for speaker of the House.,False,voting-record,joe-donnelly
11279.json,Unions did not create the eight-hour work day and the 40-hour work week. Henry Ford did.,False,"history,jobs,labor",viral-image
4241.json,"As a percentage of our gross domestic product, the defense budget remains just 3.6 percent. This figure is low by all historical standards.",True,"deficit,federal-budget,military",randy-forbes
2486.json,It takes as much energy to make a solar panel as it likely generates in its entire life.,False,"energy,environment",jd-alexander
2282.json,Bill Lynch told three lies in ten seconds,True,"campaign-finance,candidates-biography",anthony-gemma
9498.json,Says Milwaukee County Sheriff David Clarke has deputies collecting overtime while sitting passively in chairs watching courthouse security personnel work.,True,"county-budget,county-government,crime,criminal-justice",john-chisholm
12675.json,Independent analysts say (Donald Trump) would add $30 trillion to the national debt.,True,"debt,deficit,economy",hillary-clinton
8129.json,Unemployment has been on the rise throughout Wisconsin as Paul Ryan stepped up his advocacy of immigration increases.,False,"economy,immigration,jobs",federation-american-immigration-reform
13124.json,"Says Donald Trump was one of the people who rooted for the housing crisis. He said back in 2006, Gee, I hope it does collapse because then I can go in and buy some and make some money.",True,"economy,history,housing,market-regulation",hillary-clinton
996.json,"The Geneva Convention did not apply, until 2005, to the war on terror.",True,military,lindsey-graham
10766.json,The money the Clinton Foundation took from from foreign governments while Hillary Clinton was secretary of state is clearly illegal. The Constitution says you cant take this stuff.,False,foreign-policy,newt-gingrich
3854.json,Planned Parenthood raked in more than $300 million in profits over the past four years.,False,abortion,marjorie-dannenfelser
6391.json,Says Romney would add trillions to the deficit while Obama would cut the deficit by $4 trillion.,True,"corrections-and-updates,debt,federal-budget,message-machine-2012",barack-obama
9347.json,"Canadian middle class incomes are now higher than in the United States. They are working fewer hours for more pay, living longer on average, and facing less income inequality.",True,"health-care,income,labor",hillary-clinton
11934.json,"In Sauk City, Wisconsin, the ID office that provides identification for voting is only open on the fifth Wednesday of every month -- a total of four days in 2016.",True,"civil-rights,elections,states,transportation",john-oliver
2259.json,Republican candidate for Georgia governor dabbled in birther conspiracy theories.,True,obama-birth-certificate,liberal-bloggers
1092.json,The Obama administration has spent millions of taxpayer dollars for roadside signs to tout the economic stimulus.,True,"economy,stimulus,transportation",robert-bennett
1728.json,Links jailed lobbyist Jack Abramoff to Rep. C.W. Bill Young.,False,"candidates-biography,elections,message-machine",charlie-justice
7536.json,Wall Street megabanks that received bailouts in 2009 now get taxpayer-funded advantages not available to community banks in Ohio.,True,financial-regulation,sherrod-brown
10174.json,"Says Rick Scott spent $800,000 of your tax dollars upgrading the Governors Mansion.",True,"government-efficiency,housing",charlie-crist
5979.json,Prince William County has cut violent crime in half since instituting a crackdown on illegal immigration.,False,"crime,immigration",corey-stewart
3876.json,Says the Ohio Consumers Council office employs 74 lawyers and that the funding them is wasteful duplication.,False,"government-efficiency,state-budget",bill-batchelder
10755.json,"Americans will spend more on taxes in 2015 than on food, clothing and housing combined.",True,"federal-budget,state-budget,taxes",scott-walker
4635.json,I dont think Ive ever hired an illegal in my life.,False,immigration,mitt-romney
6770.json,Says Obama sent $450 million to China to build a wind farm in Texas.,False,"china,jobs,message-machine-2012,stimulus",americans-tax-reform
6808.json,"George Allen voted to end Pell Grants for 84,000 students.",True,education,tim-kaine
8659.json,School children can earn higher grades by studying Islam under a new nationwide Muslim outreach program announced by President Barack Obama.,False,"education,islam",blog-posting
11311.json,Amajority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supportedamnesty.,True,immigration,ted-cruz
10679.json,"Despite raising taxes on the wealthy and hiking the minimum wage, Minnesota is creating jobs at a record pace, unemployment is at a historic low, median income is skyrocketing, and (the) state has a billion-dollar surplus.",True,"economy,income,jobs,state-budget",occupy-democrats
8417.json,We went from $160 billion deficit spending in (President George W.) Bushs last year to $1.6 trillion the following year.,False,"debt,deficit,economy,federal-budget",louie-gohmert
5264.json,A proposed mine in Wisconsin is about two-thirds the size of Lake Winnebago.,False,"environment,water",penny-bernard-schaber
7116.json,Says President Barack Obama did not come into office with the economy in a free fall.,True,economy,ron-johnson
3389.json,"Says Rick Scotts proposed budget would lay off 20,000 teachers.",True,"education,state-budget",rod-smith
4758.json,A bill supported by Gov. Scott Walker makes it so that drunk drivers who kill have an easier time of it.,False,"Alcohol,legal-issues",state-democratic-party-wisconsin
4222.json,There are no tax increases in this debt limit bill. Period.,True,"federal-budget,taxes",eric-cantor
10581.json,"SaysPresident Obama is using executive actions to impose gun control on the nation, targeting the top-selling rifle in the country ... with a ban on one of the most-used assault rifle bullets.",False,guns,paul-bedard
5421.json,"Without U.S. Senate action, Texas will have more federal judicial vacancies this year than any other state.",False,"criminal-justice,states",progress-texas
12930.json,Gonzales losing campaign against me last spring was funded with more than $1 million from supporters and allies of Governor Bruce Rauner.,False,campaign-finance,michael-madigan
2882.json,Over half of the foreign-born population in Rhode Island is white.,True,"census,immigration",steven-brown
6698.json,"After hearing the frustrations parents and teachers have with the FCAT, next year we begin improving our testing system.",True,economy,rick-scott
7035.json,"We borrow $4 billion every single day, much of it from China.",True,"china,debt,economy,federal-budget,foreign-policy,message-machine-2012",clint-eastwood
7516.json,"There are 3.6 million jobs sitting vacant, in part because there arent enough qualified applicants to fill them.",True,"economy,jobs",virginia-foxx
